Word/Phrase,TF-IDF_Average,Primary_Sentiment,Sentiment_Coefficient,negative_coef,neutral/mixed_coef,positive_coef
head,0.003317665179571412,neutral/mixed,0.91565670050784,-0.7047038900791468,0.91565670050784,-0.21095281042869882
longer,0.0033155236058950073,neutral/mixed,0.6368827220796397,-0.40581526739595464,0.6368827220796397,-0.23106745468368653
years,0.0033052872270309657,neutral/mixed,-0.7050691756896054,0.36437188032032136,-0.7050691756896054,0.34069729536928234
takes,0.0032808622742471895,positive,-1.0537690632999615,0.7668302857466492,0.2869387775533174,-1.0537690632999615
received,0.0032745922382113103,positive,-0.7088091014303601,0.13388996323291094,0.5749191381974481,-0.7088091014303601
cashier,0.003245711465774112,negative,1.314993192926614,1.314993192926614,-0.9166188352851742,-0.39837435764144313
starbucks ve,0.0032310796598340272,negative,0.49831385839883297,0.49831385839883297,-0.39122166704697664,-0.10709219135186104
sandwich,0.003230949427064986,neutral/mixed,-0.6381489785561831,0.633449736662658,-0.6381489785561831,0.004699241893531021
worth,0.0032286688905511867,neutral/mixed,-0.38894878225624585,0.2020569972736065,-0.38894878225624585,0.18689178498263873
overall,0.00322149216386746,negative,-1.5372151536376772,-1.5372151536376772,1.2657214776392969,0.27149367599839724
leave,0.0032190698752797473,negative,0.4210833620907049,0.4210833620907049,-0.3051161780202503,-0.11596718407045561
